来源	文件	位置	原文	参考译文	填写中文	长度状态
TBL	tbl2.pak	*	Green Smasher Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Stone Moss Saibaman		石苔菜花人	wildcard_utf16
TBL	tbl2.pak	*	Swamp Rake Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Ocean Rake Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Saibaman Shadow		栽培人暗影	wildcard_utf16
TBL	tbl2.pak	*	Young Saibaman Dragon		幼年菜花龍	wildcard_utf16
TBL	tbl2.pak	*	Saibaman Dragon		栽培人龍	wildcard_utf16
TBL	tbl2.pak	*	Green Ranger			wildcard_utf16
TBL	tbl2.pak	*	Penguin King Mogi			wildcard_utf16
TBL	tbl2.pak	*	Penguin Warrior			wildcard_utf16
TBL	tbl2.pak	*	Jungle Penguin			wildcard_utf16
TBL	tbl2.pak	*	Penguin Fighter			wildcard_utf16
TBL	tbl2.pak	*	Penguin Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Tattered Penguin Pirate			wildcard_utf16
TBL	tbl2.pak	*	Penguin Worker Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Penguin Guard Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Keen Penguin Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Breeding Penguin Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Dirty Svaille Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Commander Penguin Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Devil Pirate Kracake			wildcard_utf16
TBL	tbl2.pak	*	Dragon Rizard		龍蜥蜴	wildcard_utf16
TBL	tbl2.pak	*	Pink Poison-Foot Lizard			wildcard_utf16
TBL	tbl2.pak	*	Sailing Lizard			wildcard_utf16
TBL	tbl2.pak	*	Violent Crocodile		狂暴鱷魚	wildcard_utf16
TBL	tbl2.pak	*	Dangerous Crocodile			wildcard_utf16
TBL	tbl2.pak	*	Raging Crocodile			wildcard_utf16
TBL	tbl2.pak	*	Wavy Crocodile		波浪鱷魚	wildcard_utf16
TBL	tbl2.pak	*	Strange Sea Crocodile			wildcard_utf16
TBL	tbl2.pak	*	Land Crocodile			wildcard_utf16
TBL	tbl2.pak	*	Sea Crocodile			wildcard_utf16
TBL	tbl2.pak	*	Violent Sea Crocodile		狂暴海鱷	wildcard_utf16
TBL	tbl2.pak	*	Ferocious Sea Crocodile			wildcard_utf16
TBL	tbl2.pak	*	Aral Crocodile			wildcard_utf16
TBL	tbl2.pak	*	Purple Sea Crocodile			wildcard_utf16
TBL	tbl2.pak	*	Old Sea Crocodile			wildcard_utf16
TBL	tbl2.pak	*	Injured Dragon		受傷的龍	wildcard_utf16
TBL	tbl2.pak	*	Injured Black Dragon		受傷的黑龍	wildcard_utf16
TBL	tbl2.pak	*	Mira's Army Treatment Robot		米拉军治疗機器人	wildcard_utf16
TBL	tbl2.pak	*	Mira's Army Supply Robot		米拉军补给機器人	wildcard_utf16
TBL	tbl2.pak	*	Snail Shell Horn			wildcard_utf16
TBL	tbl2.pak	*	Mutant Hippo			wildcard_utf16
TBL	tbl2.pak	*	Durian Hippo			wildcard_utf16
TBL	tbl2.pak	*	Desert Shark			wildcard_utf16
TBL	tbl2.pak	*	Nake Shark			wildcard_utf16
TBL	tbl2.pak	*	Nake Dogfish			wildcard_utf16
TBL	tbl2.pak	*	Horn Fin Shark			wildcard_utf16
TBL	tbl2.pak	*	Spiny Dogfish			wildcard_utf16
TBL	tbl2.pak	*	Sharp Nose Dogfish			wildcard_utf16
TBL	tbl2.pak	*	Pirate Joshua			wildcard_utf16
TBL	tbl2.pak	*	Jungle Joshua			wildcard_utf16
TBL	tbl2.pak	*	Official Pirate Joshua			wildcard_utf16
TBL	tbl2.pak	*	Captain Taylor			wildcard_utf16
TBL	tbl2.pak	*	Green Smelly Blob			wildcard_utf16
TBL	tbl2.pak	*	Yellow Smelly Blob		黃色臭黏團	wildcard_utf16
TBL	tbl2.pak	*	Pajama Ghost			wildcard_utf16
TBL	tbl2.pak	*	Sparking Soul			wildcard_utf16
TBL	tbl2.pak	*	Wicked Kebimong		邪惡凱比蒙	wildcard_utf16
TBL	tbl2.pak	*	Super Evil Kebimong			wildcard_utf16
TBL	tbl2.pak	*	Red Smelly Blob			wildcard_utf16
TBL	tbl2.pak	*	Angry Flame King's Soul			wildcard_utf16
TBL	tbl2.pak	*	Hated Ghost			wildcard_utf16
TBL	tbl2.pak	*	Poisonous Ghost			wildcard_utf16
TBL	tbl2.pak	*	Frieza's Army Soldier		弗利萨军士兵	wildcard_utf16
TBL	tbl2.pak	*	Magma Manager			wildcard_utf16
TBL	tbl2.pak	*	Pollution Pterosaur			wildcard_utf16
TBL	tbl2.pak	*	Triceratops			wildcard_utf16
TBL	tbl2.pak	*	Lost Triceratops			wildcard_utf16
TBL	tbl2.pak	*	Young Triceratops		幼年三角龍	wildcard_utf16
TBL	tbl2.pak	*	Little Triceratops			wildcard_utf16
TBL	tbl2.pak	*	Red Eyed T-Rex			wildcard_utf16
TBL	tbl2.pak	*	Violent Gigantic Saurs		狂暴巨大龍	wildcard_utf16
TBL	tbl2.pak	*	Fokatuosi		弗卡托斯	wildcard_utf16
TBL	tbl2.pak	*	Annoyed Fokatuosi			wildcard_utf16
TBL	tbl2.pak	*	Empty Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Acupuncture Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Bad Sharp Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Jungle Cactus Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Crazy Papaya Kangaroo			wildcard_utf16
TBL	tbl2.pak	*	Fighter Kangaroo		格鬥袋鼠	wildcard_utf16
TBL	tbl2.pak	*	Papaya Kangaroo			wildcard_utf16
TBL	tbl2.pak	*	Desert Flower			wildcard_utf16
TBL	tbl2.pak	*	Hyenan Forced Worker			wildcard_utf16
TBL	tbl2.pak	*	Auriskar			wildcard_utf16
TBL	tbl2.pak	*	Aurisgarga			wildcard_utf16
TBL	tbl2.pak	*	Coward Boar			wildcard_utf16
TBL	tbl2.pak	*	Demon Pirate Boar			wildcard_utf16
TBL	tbl2.pak	*	Pirate Boar Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Trained Boar Demon Pirate4			wildcard_utf16
TBL	tbl2.pak	*	Wild Boar Demon Pirate		野豬惡魔海盜	wildcard_utf16
TBL	tbl2.pak	*	Crack Spider Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Control Device			wildcard_utf16
TBL	tbl2.pak	*	Violent Berserkerski		狂暴狂戰士	wildcard_utf16
TBL	tbl2.pak	*	Clever Henglemute			wildcard_utf16
TBL	tbl2.pak	*	Jungle Wolf			wildcard_utf16
TBL	tbl2.pak	*	Narak Training Wolf			wildcard_utf16
TBL	tbl2.pak	*	Narak Dark Wolf		那拉克黑暗狼	wildcard_utf16
TBL	tbl2.pak	*	Sea Wolf			wildcard_utf16
TBL	tbl2.pak	*	Silver Mane Wolf			wildcard_utf16
TBL	tbl2.pak	*	Narak Watch Wolf			wildcard_utf16
TBL	tbl2.pak	*	Crazy Mane Wolf			wildcard_utf16
TBL	tbl2.pak	*	Evil White Wolf		邪恶白色狼	wildcard_utf16
TBL	tbl2.pak	*	Evil Long Mane Wolf			wildcard_utf16
TBL	tbl2.pak	*	Giant Red Eye Wolf		巨大红色眼狼	wildcard_utf16
TBL	tbl2.pak	*	Giant Captain Wolf		巨大隊長狼	wildcard_utf16
TBL	tbl2.pak	*	Mane Wolf			wildcard_utf16
TBL	tbl2.pak	*	Lion Wolf			wildcard_utf16
TBL	tbl2.pak	*	Large Wolf			wildcard_utf16
TBL	tbl2.pak	*	Ghost Wolf		幽灵狼	wildcard_utf16
TBL	tbl2.pak	*	Young Ghost Wolf		幼年幽靈狼	wildcard_utf16
TBL	tbl2.pak	*	Newborn Ghost Wolf			wildcard_utf16
TBL	tbl2.pak	*	Rotting Wolf		腐朽狼	wildcard_utf16
TBL	tbl2.pak	*	Demon Pirate Wolf		恶魔海盗狼	wildcard_utf16
TBL	tbl2.pak	*	Shadow Wolf		暗影狼	wildcard_utf16
TBL	tbl2.pak	*	Papaya Monkey		木瓜猴	wildcard_utf16
TBL	tbl2.pak	*	Mango Monkey		芒果猴	wildcard_utf16
TBL	tbl2.pak	*	Nightmare General			wildcard_utf16
TBL	tbl2.pak	*	Great General Lemur			wildcard_utf16
TBL	tbl2.pak	*	Coconut Monkey		椰子猴	wildcard_utf16
TBL	tbl2.pak	*	Bull Head Oneshot			wildcard_utf16
TBL	tbl2.pak	*	Bull Head Devil Pirate		公牛頭魔鬼海盗	wildcard_utf16
TBL	tbl2.pak	*	Dirty Bull Head Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Guard Chief Zairo			wildcard_utf16
TBL	tbl2.pak	*	Angry Buru Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Kingcrab Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Breeding Experiment Ground Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Electric Rigid Crab Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Red Crab Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Tottering Devil Pirate		蹣跚惡魔海盜	wildcard_utf16
TBL	tbl2.pak	*	Stumbling Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Shabby Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Immature Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Worker Devil Pirate		工人惡魔海盜	wildcard_utf16
TBL	tbl2.pak	*	Half-Crazy Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Dirty Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Maturing Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Unclean Devil Pirate		不潔惡魔海盜	wildcard_utf16
TBL	tbl2.pak	*	Sailor Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Manic Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Devil Pirate Worshiper			wildcard_utf16
TBL	tbl2.pak	*	Well-Mature Devil Pirate		成熟惡魔海盜	wildcard_utf16
TBL	tbl2.pak	*	Stone Golem Pirate		石魔像海盜	wildcard_utf16
TBL	tbl2.pak	*	Deck Officer Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Tattered Chief Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Yielding Devil Pirate		屈服惡魔海盜	wildcard_utf16
TBL	tbl2.pak	*	Unsteady Devil Pirate		不穩惡魔海盜	wildcard_utf16
TBL	tbl2.pak	*	Strange Power Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Stinky Devil Pirate			wildcard_utf16
TBL	tbl2.pak	*	Ghost Power Devil Pirate		幽灵力量魔鬼海盗	wildcard_utf16
TBL	tbl2.pak	*	Witch Doctor Pirate		巫醫海盜	wildcard_utf16
TBL	tbl2.pak	*	Devil Pirate of Capt. Bacterian			wildcard_utf16
TBL	tbl2.pak	*	Kiri Waste Disposal Team			wildcard_utf16
TBL	tbl2.pak	*	Hydroponic Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Detheka Mine Officer			wildcard_utf16
TBL	tbl2.pak	*	IT Teamleader Laster			wildcard_utf16
TBL	tbl2.pak	*	Possessions of Tanta			wildcard_utf16
TBL	tbl2.pak	*	Possessions of Chocolay			wildcard_utf16
TBL	tbl2.pak	*	Possessions of Mr. Poko			wildcard_utf16
TBL	tbl2.pak	*	Capsule Kit of Vic		Vic 的膠囊套組	wildcard_utf16
TBL	tbl2.pak	*	Capsule Kit of Cerse		Cerse 的膠囊套組	wildcard_utf16
TBL	tbl2.pak	*	Capsule Kit of Fry		Fry 的膠囊套組	wildcard_utf16
TBL	tbl2.pak	*	Kiri Energy Poisoned Burakin			wildcard_utf16
TBL	tbl2.pak	*	Porkchappe			wildcard_utf16
TBL	tbl2.pak	*	Brainwashed Saw Specialist			wildcard_utf16
TBL	tbl2.pak	*	Sinklean Supply Soldier			wildcard_utf16
TBL	tbl2.pak	*	Buonean Combat Drill Sergeant			wildcard_utf16
TBL	tbl2.pak	*	Buonean Grapler			wildcard_utf16
TBL	tbl2.pak	*	Young Chocolay		幼年巧克力	wildcard_utf16
TBL	tbl2.pak	*	Chocolay			wildcard_utf16
TBL	tbl2.pak	*	White Chocolay		白巧克力	wildcard_utf16
TBL	tbl2.pak	*	Skill-Prohibiting Capsule		技能禁止膠囊	wildcard_utf16
TBL	tbl2.pak	*	ATK Increasing Capsule		攻擊提升膠囊	wildcard_utf16
TBL	tbl2.pak	*	Crit Increasing Capsule		暴擊提升膠囊	wildcard_utf16
TBL	tbl2.pak	*	Construction Drill Robo			wildcard_utf16
TBL	tbl2.pak	*	Metal Waste Excavator			wildcard_utf16
TBL	tbl2.pak	*	New Excavator			wildcard_utf16
TBL	tbl2.pak	*	Rotten Dark Senzu			wildcard_utf16
TBL	tbl2.pak	*	Draining Dark Senzu			wildcard_utf16
TBL	tbl2.pak	*	Manic Dark Senzu			wildcard_utf16
TBL	tbl2.pak	*	Hopeless Dark Senzu			wildcard_utf16
TBL	tbl2.pak	*	Summoned Thing			wildcard_utf16
TBL	tbl2.pak	*	Sharp Surveillance Eye			wildcard_utf16
TBL	tbl2.pak	*	Field Supervising Unit			wildcard_utf16
TBL	tbl2.pak	*	Under-Developing FR Robot		開發中 FR 機器人	wildcard_utf16
TBL	tbl2.pak	*	Garage Guard			wildcard_utf16
TBL	tbl2.pak	*	Kettlean Patrol			wildcard_utf16
TBL	tbl2.pak	*	Organic Kiri Seed			wildcard_utf16
TBL	tbl2.pak	*	Secretary Room Sentry			wildcard_utf16
TBL	tbl2.pak	*	Organic Kiri Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Mixed Military Unit			wildcard_utf16
TBL	tbl2.pak	*	Dark Senzu Farm Worker			wildcard_utf16
TBL	tbl2.pak	*	Narak Retired Elder			wildcard_utf16
TBL	tbl2.pak	*	Hamond			wildcard_utf16
TBL	tbl2.pak	*	Spirit of Namekian		那美克星人的精神	wildcard_utf16
TBL	tbl2.pak	*	Dark General Naraka			wildcard_utf16
TBL	tbl2.pak	*	Evil Inside Spirit			wildcard_utf16
TBL	tbl2.pak	*	Narak Stealth Master			wildcard_utf16
TBL	tbl2.pak	*	Novacode			wildcard_utf16
TBL	tbl2.pak	*	Friendly Narak			wildcard_utf16
TBL	tbl2.pak	*	Narak Axe Master		那拉克斧大师	wildcard_utf16
TBL	tbl2.pak	*	Black Waterway Guard		黑色水道守卫	wildcard_utf16
TBL	tbl2.pak	*	Black Waterway Senior Guard			wildcard_utf16
TBL	tbl2.pak	*	Martno			wildcard_utf16
TBL	tbl2.pak	*	Fighter Tanta			wildcard_utf16
TBL	tbl2.pak	*	Spiritualist Tanta		氣功师 Tanta	wildcard_utf16
TBL	tbl2.pak	*	Water Quality Inspector		水質檢查員	wildcard_utf16
TBL	tbl2.pak	*	Narak Spiritual Master		那拉克精神大师	wildcard_utf16
TBL	tbl2.pak	*	Black Waterway Psychic Healer			wildcard_utf16
TBL	tbl2.pak	*	Black Waterway Poko Master		黑色水道波可大师	wildcard_utf16
TBL	tbl2.pak	*	Narak Poko Master		那拉克波可大师	wildcard_utf16
TBL	tbl2.pak	*	Dark Senzu Supervisor			wildcard_utf16
TBL	tbl2.pak	*	Devil General Subordinate			wildcard_utf16
TBL	tbl2.pak	*	Detheka Mine Contaminated Robot			wildcard_utf16
TBL	tbl2.pak	*	Rust Ziriziri			wildcard_utf16
TBL	tbl2.pak	*	Construction Welding Robot			wildcard_utf16
TBL	tbl2.pak	*	Pre-Summoned Devil Dragon		預召喚惡魔之龍	wildcard_utf16
TBL	tbl2.pak	*	Just-Summoned Devil Dragon		剛召喚的惡魔之龍	wildcard_utf16
TBL	tbl2.pak	*	Bibra's Wind Brother			wildcard_utf16
TBL	tbl2.pak	*	Mr. Poko		先生. 波可	wildcard_utf16
TBL	tbl2.pak	*	Ancient Time-Summoned Devil Dragon		遠古時召惡魔之龍	wildcard_utf16
TBL	tbl2.pak	*	Recently-Summoned Devil Dragon		剛召喚的惡魔之龍	wildcard_utf16
TBL	tbl2.pak	*	Teremin			wildcard_utf16
TBL	tbl2.pak	*	Guarding Pilaf Machine			wildcard_utf16
TBL	tbl2.pak	*	Great Shell People			wildcard_utf16
TBL	tbl2.pak	*	Barbarian Battler			wildcard_utf16
TBL	tbl2.pak	*	Guarding Unit Warrior			wildcard_utf16
TBL	tbl2.pak	*	Guarding Unit Berserker			wildcard_utf16
TBL	tbl2.pak	*	Super Brainwashed Raider			wildcard_utf16
TBL	tbl2.pak	*	Super Brainwashed Medic			wildcard_utf16
TBL	tbl2.pak	*	Reginean Double-Gun Shooter			wildcard_utf16
TBL	tbl2.pak	*	Stone-Fist Butt		石拳伯特	wildcard_utf16
TBL	tbl2.pak	*	Super Brainwashed Striking Unit			wildcard_utf16
TBL	tbl2.pak	*	Kiri Refining Engineer			wildcard_utf16
TBL	tbl2.pak	*	Detheka Mine Researcher			wildcard_utf16
TBL	tbl2.pak	*	Clean Waterway Alligator			wildcard_utf16
TBL	tbl2.pak	*	Stechuradon			wildcard_utf16
TBL	tbl2.pak	*	Pension			wildcard_utf16
TBL	tbl2.pak	*	Kiri Patrol Robot			wildcard_utf16
TBL	tbl2.pak	*	Energetic Berserker			wildcard_utf16
TBL	tbl2.pak	*	Fiery Turret			wildcard_utf16
TBL	tbl2.pak	*	Chocolailak			wildcard_utf16
TBL	tbl2.pak	*	Trained Military Dog			wildcard_utf16
TBL	tbl2.pak	*	Kiri Refinery			wildcard_utf16
TBL	tbl2.pak	*	Energy Charger[AP]		能量充能器[AP]	wildcard_utf16
TBL	tbl2.pak	*	Energy Charger[DP]			wildcard_utf16
TBL	tbl2.pak	*	Energy Charger[LP]			wildcard_utf16
TBL	tbl2.pak	*	Brainwashed Advanced Guard		被洗脑高級守卫	wildcard_utf16
TBL	tbl2.pak	*	Brainwashed Special Guard		被洗脑特殊守卫	wildcard_utf16
TBL	tbl2.pak	*	Mira's Training Drill Sergeant			wildcard_utf16
TBL	tbl2.pak	*	Brainwashed Explosive Bean Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Time Crystal		時間水晶	wildcard_utf16
TBL	tbl2.pak	*	Flying Bomb		舞空炸弹	wildcard_utf16
TBL	tbl2.pak	*	Flying Warhead		舞空彈頭	wildcard_utf16
TBL	tbl2.pak	*	Brainwashed Buonean Cutter			wildcard_utf16
TBL	tbl2.pak	*	Brainwashed Attack Assistant			wildcard_utf16
TBL	tbl2.pak	*	Healing Eye		治疗眼	wildcard_utf16
TBL	tbl2.pak	*	Frieza (Second Form)		弗利萨(第二形态)	wildcard_utf16
TBL	tbl2.pak	*	Frieza (Final Form)		弗利萨(最终形态)	wildcard_utf16
TBL	tbl2.pak	*	Ginyu Frog		基纽青蛙	wildcard_utf16
TBL	tbl2.pak	*	Giant Ginyu Frog		巨大基纽青蛙	wildcard_utf16
TBL	tbl2.pak	*	Ginyu Goku		基纽孙悟空	wildcard_utf16
TBL	tbl2.pak	*	Resin Raider			wildcard_utf16
TBL	tbl2.pak	*	Brainwashed Transformed Zarbon			wildcard_utf16
TBL	tbl2.pak	*	Mira Soldier		米拉士兵	wildcard_utf16
TBL	tbl2.pak	*	Time Invader Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Brainwashed Assistant			wildcard_utf16
TBL	tbl2.pak	*	Young Brainwashed Explosive Saibaman		幼年洗腦爆破菜花人	wildcard_utf16
TBL	tbl2.pak	*	Reginean Attacker			wildcard_utf16
TBL	tbl2.pak	*	Tosterian Emergency Unit			wildcard_utf16
TBL	tbl2.pak	*	Tosterian Emergency Unit Elite			wildcard_utf16
TBL	tbl2.pak	*	Kettlean Fighter			wildcard_utf16
TBL	tbl2.pak	*	Kettlean Medic			wildcard_utf16
TBL	tbl2.pak	*	Mira's Medic			wildcard_utf16
TBL	tbl2.pak	*	Mira's Supervisor			wildcard_utf16
TBL	tbl2.pak	*	Kettlean Destroyer			wildcard_utf16
TBL	tbl2.pak	*	Amplification Equipment Manager			wildcard_utf16
TBL	tbl2.pak	*	Mira's Double-Gun Shooter			wildcard_utf16
TBL	tbl2.pak	*	Enthusiastic Gun Rider			wildcard_utf16
TBL	tbl2.pak	*	Recovery Assistant			wildcard_utf16
TBL	tbl2.pak	*	Senior Medic			wildcard_utf16
TBL	tbl2.pak	*	Mira's Scouting Robot			wildcard_utf16
TBL	tbl2.pak	*	Mira's Security Robot Mk2			wildcard_utf16
TBL	tbl2.pak	*	Mira's Security Robot Mk3			wildcard_utf16
TBL	tbl2.pak	*	Mira's Surveillance Robot			wildcard_utf16
TBL	tbl2.pak	*	Mira's Elite Security Robot Mk3			wildcard_utf16
TBL	tbl2.pak	*	Mira's Reinforcement Soldier			wildcard_utf16
TBL	tbl2.pak	*	Mira's Venom Soldier			wildcard_utf16
TBL	tbl2.pak	*	E Type Energy Amplification			wildcard_utf16
TBL	tbl2.pak	*	S Type Energy Amplification			wildcard_utf16
TBL	tbl2.pak	*	C Type Energy Amplification			wildcard_utf16
TBL	tbl2.pak	*	B Type Energy Amplification			wildcard_utf16
TBL	tbl2.pak	*	H Type Energy Amplification			wildcard_utf16
TBL	tbl2.pak	*	Brainwashed Red Pants Commander			wildcard_utf16
TBL	tbl2.pak	*	Bear Bandit			wildcard_utf16
TBL	tbl2.pak	*	Hungry Bighorn			wildcard_utf16
TBL	tbl2.pak	*	Symbol			wildcard_utf16
TBL	tbl2.pak	*	Rizard			wildcard_utf16
TBL	tbl2.pak	*	Rotten Fish			wildcard_utf16
TBL	tbl2.pak	*	Master Roshi			wildcard_utf16
TBL	tbl2.pak	*	Krillin		克林	wildcard_utf16
TBL	tbl2.pak	*	Goku (Great Ape)		悟空（大猿）	wildcard_utf16
TBL	tbl2.pak	*	Devil King Piccolo		魔鬼王比克	wildcard_utf16
TBL	tbl2.pak	*	Pulnarodon's Friend			wildcard_utf16
TBL	tbl2.pak	*	Tambourine			wildcard_utf16
TBL	tbl2.pak	*	Starved Pulnasaurs			wildcard_utf16
TBL	tbl2.pak	*	Bandit			wildcard_utf16
TBL	tbl2.pak	*	Boar Bandit			wildcard_utf16
TBL	tbl2.pak	*	Starved Wolf			wildcard_utf16
TBL	tbl2.pak	*	Wolf of Bandit		土匪之狼	wildcard_utf16
TBL	tbl2.pak	*	Hungry Wolf Leader			wildcard_utf16
TBL	tbl2.pak	*	Hungry Cur			wildcard_utf16
TBL	tbl2.pak	*	Frieza's Field Battle Soldier		弗利萨的野外戰鬥士兵	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Intel Scout		弗利萨情报侦察兵	wildcard_utf16
TBL	tbl2.pak	*	Captain Nanami			wildcard_utf16
TBL	tbl2.pak	*	Captain Terrence			wildcard_utf16
TBL	tbl2.pak	*	Frieza's Guerrilla Sapper		弗利萨游擊工兵	wildcard_utf16
TBL	tbl2.pak	*	Guard Robot Alerty X			wildcard_utf16
TBL	tbl2.pak	*	Guard Robot Alerty			wildcard_utf16
TBL	tbl2.pak	*	Guard Robot Alerty S			wildcard_utf16
TBL	tbl2.pak	*	Frieza's Field Robot		弗利萨的野外機器人	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Guerrilla Robot		弗利薩游擊機器人	wildcard_utf16
TBL	tbl2.pak	*	Patrol Robot Securit			wildcard_utf16
TBL	tbl2.pak	*	Patrol Robot Securit S			wildcard_utf16
TBL	tbl2.pak	*	Frieza's Intel Supply Soldier		弗利萨情报补给兵	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Field Batter Signalman		弗利萨野戰信號兵	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Guerrilla Scout		弗利薩游擊偵察兵	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Intel Battler		弗利萨情报戰士	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Intel Signalman		弗利萨情报信號兵	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Field Battle Guerrilla		弗利薩野戰游擊隊	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Guerrilla Medic		弗利萨游擊医疗兵	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Intel Patrol		弗利萨情报巡逻兵	wildcard_utf16
TBL	tbl2.pak	*	Frieza's Guerrilla Battler		弗利萨游擊戰士	wildcard_utf16
TBL	tbl2.pak	*	Captain Smith			wildcard_utf16
TBL	tbl2.pak	*	Frieza's Battle Assault Team		弗利萨戰鬥突擊队	wildcard_utf16
TBL	tbl2.pak	*	Dende Ilusion Goku		丹德幻影悟空	wildcard_utf16
TBL	tbl2.pak	*	Vampa Beetle		バンパ甲蟲	wildcard_utf16
TBL	tbl2.pak	*	Super Saiyan Broly		超級赛亚人布罗利	wildcard_utf16
TBL	tbl2.pak	*	Ozaru Broly		巨猿布罗利	wildcard_utf16
TBL	tbl2.pak	*	3 Star Dragon		3星龍	wildcard_utf16
TBL	tbl2.pak	*	4 Star Dragon		4星龍	wildcard_utf16
TBL	tbl2.pak	*	1 Star Dragon		1星龍	wildcard_utf16
TBL	tbl2.pak	*	Armor Thief		防具竊賊	wildcard_utf16
TBL	tbl2.pak	*	Upgrade Thief		強化竊賊	wildcard_utf16
TBL	tbl2.pak	*	Weapon Thief		武器盗贼	wildcard_utf16
TBL	tbl2.pak	*	Mutchy Jr			wildcard_utf16
TBL	tbl2.pak	*	Roboton			wildcard_utf16
TBL	tbl2.pak	*	Tambouron			wildcard_utf16
TBL	tbl2.pak	*	Chief Baylor			wildcard_utf16
TBL	tbl2.pak	*	Baylor's Guard			wildcard_utf16
TBL	tbl2.pak	*	Exploding Egg			wildcard_utf16
TBL	tbl2.pak	*	Firey Wild Plant			wildcard_utf16
TBL	tbl2.pak	*	Giant Forest Wolf			wildcard_utf16
TBL	tbl2.pak	*	Forest Wolf			wildcard_utf16
TBL	tbl2.pak	*	Pocot's Hired Guard			wildcard_utf16
TBL	tbl2.pak	*	Corrupted Saibaman			wildcard_utf16
TBL	tbl2.pak	*	Cell Jr			wildcard_utf16
TBL	tbl2.pak	*	Majin Boo		魔人布歐	wildcard_utf16
TBL	tbl2.pak	*	Oozaru Baby			wildcard_utf16
TBL	tbl2.pak	*	Psychic Freeza			wildcard_utf16
TBL	tbl2.pak	*	King Piccolo		王比克	wildcard_utf16
TBL	tbl2.pak	*	Kid Gohan		小悟飯	wildcard_utf16
TBL	tbl2.pak	*	Baby(Vegeta Absorved)		貝比（吸收貝吉塔）	wildcard_utf16
TBL	tbl2.pak	*	Baby Angry Soldier			wildcard_utf16
TBL	tbl2.pak	*	Baby Funny Soldier			wildcard_utf16
TBL	tbl2.pak	*	Baby Hungry Soldier			wildcard_utf16
TBL	tbl2.pak	*	Baby Serious Soldier			wildcard_utf16
TBL	tbl2.pak	*	Vegeta Blue		贝吉塔蓝色	wildcard_utf16
TBL	tbl2.pak	*	Goku Blue		孙悟空蓝色	wildcard_utf16
TBL	tbl2.pak	*	Piccolo		比克	wildcard_utf16
TBL	tbl2.pak	*	Majin Buu		魔人布欧	wildcard_utf16
TBL	tbl2.pak	*	Corrupted Buu		墮落的布歐	wildcard_utf16
TBL	tbl2.pak	*	Towa Soldier		托娃士兵	wildcard_utf16
TBL	tbl2.pak	*	Towa Saibaman Green		托娃栽培人绿色	wildcard_utf16
TBL	tbl2.pak	*	Towa Saibaman Rock		托娃栽培人岩石	wildcard_utf16
TBL	tbl2.pak	*	Towa Xeno Saibaman		托娃异次元栽培人	wildcard_utf16
TBL	tbl2.pak	*	Towa Saibaman Aqua		托娃栽培人阿库娅	wildcard_utf16
TBL	tbl2.pak	*	Towa Saibaman Black		托娃栽培人黑色	wildcard_utf16
